,category,text
15430,1,my access password reset
15431,1,unable to register to my account
15432,4,please retrieve ca details for sos rec NUM submitted on NUM
15433,2,possible problem with mysingtel app crdNUM
15434,1,dpm password reset
15435,1,my account issue unable to view other services
15436,2,request for closure of the pending orders in dpm
15437,1,not receiving verification code to access my app
15438,1,inquiry my access password
15439,1,unable to register for my account
15440,1,my access password reset
15441,1,ebpp tm tasks reloading of error files on user loader
15442,1,my access password reset
15443,2,error in dpm while filling new fetch request for the customer
15444,2,dpm status is pending
15445,1,sos password reset
15446,2, perks issue oops please try this email agan there may be a problem
15447,1,my account linking error
15448,1,unable to link account in my access
15449,1,my access password reset
15450,1,dpm fetch tv unable to access
15451,1,unable to personalize password
15452,0,this is just a reference case for the followup on case id NUM
15453,2,dpm issue
15454,2,mobile june eshop ce verbatim analysing
15455,2,bills not being sent
15456,1,my access request to reset the password
15457,1,my account just showing text no pictures example bar graph for data usage
15458,2,unable to recon online
15459,1,my access unlink the email address trafalgarchocs1
15460,2,dpm pending dpm fetch tv order
15461,1,customer is unable to access my app
15462,5,agentdown agent name oftprd01
15463,2,dpm unable to book fetch tv
15464,1,my account unable to login
15465,1,my access password reset
15466,1,my access password reset
15467,1,unable to login to perks
15468,2,my app not showing usage detail
15469,1,my access password reset
15470,0,customer is receiving wrong usage alert which is not for her own number
15471,2,please retrieve ca details for sos rec NUM
15472,1,my access password reset
15473,6,unable to process customer to email bill
15474,1,zoo password reset
15475,2,unable to subscribe live 4d via send NUM
15476,1,user is not able to register the customer for email billing in member service
15477,2,ebpp tm tasks reloading of errored files on ar loader
15478,6,migs patching request
15479,1,zoo csi password reset
15480,2,error 404 error wrongly pointing to consumerbusineess
15481,1,my access password reset
15482,4,ppin failures pre to post activate mts log required
15483,1,issue my account
15484,4,my appdata allowance
15485,2,zoo issue
15486,2,issue with my app
15487,2,unable to cancel fetch tv
15488,6,migs patching request for txn date 24 may NUM
15489,2,arbor billing problem
15490,1,my access password reset
15491,2,customer not receiving fetch tv box
15492,2,ob portal password reset
15493,2,not receiving fetch tv
15494,1,ebpp tm tasks reloading of error files on user loader
15495,1,zoocsi password reset request
15496,1,my account issue detail not same with opom
15497,2,dpm order cancellation to be retrieve
15498,1,my access password reset
15499,2,fetch tv order stuck in dpm
15500,2,unable to change email address in member services
15501,2,ob portal password reset
15502,2,ob portal password reset
15503,1,my accesss password reset
15504,1,my account switch bill error
15505,1,my access password reset
15506,2,me tv order stuck in dpm
15507,5,trans date 1 2 oct discrepancies between onepay report pegasus posting en
15508,1,service request create db account
15509,1,dpm password reset
15510,4,dpm order that has not processed order submitted
15511,1,user getting error on set up email billing
15512,1,zoo password reset
15513,6,unable to register email billing for the customer
15514,1,zoo request to reset the password
15515,2,error in viewing the bills
15516,1,sos password reset
15517,2,my app issue
15518,1,my account 
15519,2,zoo csi issue
15520,0,customer not receive verifcation pin
15521,1,zoo password reset
15522,1,my account incorrect customer data allowance
15523,1,my access password reset
15524,2,me tv error
15525,1,unable to link my account
15526,1,my account issue
15527,3,unable to switch to email billing
15528,2,delay in ebill in bizportal singtel NUM
15529,1,my app pulling up information from users old service number
15530,2,ob portal password reset
15531,0,dpm
15532,4,unable to view individual data usage in my app
15533,1,my access password reset
15534,1,cust cant change password bec it gets logged out
15535,2,error occurring when completing a prepaid activation
15536,1,unable to login into my access uhh
15537,1,ipnmc escalation able to login but not being able to view singtel email tere
15538,2,request to remove pending order in dpm
15539,1,customer unable to login to my account
15540,1,prepaid user does not received usage alert even through sms
15541,2,fetch tv return satchel
15542,2,unable to activate prepaid simcard in sos
15543,1,member services unable to login
15544,1,my account issue
15545,1,my access login issue
15546,1,my access password reset
15547,2,prepaid ca retrieval for worder ajjwkqj001
15548,2,pending stb in dpm
15549,1,my access password reset
15550,0,prepaid NUM customer cant fill the form to get hello kitty toys
15551,2,unable to access yes central and personal hub deNUM deNUM
15552,0,dpm
15553,1,my account issue
15554,1,user unable to progress to the next page when login to our online ces shop
15555,2,fetch tv pending order
15556,1,zoo csi reset password
15557,1,my access password reset request
15558,2,pending fetch tv order in dpm
15559,2,mopm drop order check wang fangyi
15560,1,couldnt log into vignette
15561,1,zoo password reset
15562,4,focus middleware focus siebel focdevapphNUM filesystem fcsmw
15563,2,pending stb in dpm
15564,2,member services issue
15565,4,data usage on my application
15566,2,wwo files with incorrect run no
15567,2,dpm double apostrophe quotes issue
15568,2,my app issue
15569,1,my access password reset
15570,1,my account issue
15571,4,data usage is not showing correctly
15572,4,dpm unable to cancel service sclaters
15573,3,unable to switch to email bill
15574,6,follow up email creation ticket noNUM
15575,2,dpm order still on pending status
15576,1,my access password reset request
15577,1,zoo csi password reset
15578,1,my account keep on saying the username and password is incorrect
15579,1,unable to login to member services
15580,1,zoo csi password reset request
15581,1,my account issue
15582,1,changing of email address my account
15583,1,my account issues
15584,1,zoo csi password reset
15585,1,zoo password reset
15586,1,customer unable to login to member services robynfox21
15587,1,my access password reset
15588,1,my access password reset
15589,1,my access password reset
15590,1,my access password reset
15591,1,my account direct debit
15592,2,ob portal password reset
15593,1,user unable to link the service on my account
15594,1,user request changing email address in my access for customer
15595,2,fetch tv box order frank wright
15596,1,disabled login
15597,1,yes pass password reset
15598,1,you are already logged in with this username
15599,1,dpm password reset
15600,1,unable to link cable service to my account
15601,0,customer being double charged tan li see
15602,1,my account billing type
15603,1,my access password reset
15604,1,unable to login to member services
15605,1,my access
15606,2,the cancellation request is still in pending
15607,1,my account unable to switch to email billing NUM
15608,2,unable to find postal code in ems eshop
15609,1,my access password reset
15610,1,my access password reset
15611,0,activate the service by updating serial number in dpm
15612,0,refer mtsc
15613,1,my account unable to link the services in my account
15614,2,not receiving online bill for november and december
15615,1,my access password reset
15616,5,wifi talk issue
15617,2,telnet failed to eshopprdscan NUM
15618,1,zoo csi password reset
15619,2,dpm order still pending fetch tv
15620,2,re acct NUM mr wong yiew wai mt NUM send
15621,1,issue logging in to my account
15622,1,my access password reset
15623,2,ob portal password reset
15624,2,dpm request reorder again
15625,1,my access password reset
15626,0,getting logged out of member servces after logging in
15627,2,error occurring when completing a prepaid activation
15628,2,memberservices issues
15629,4,cttsNUM re NUM vr chat NUM escalate for a call back m
15630,2,vbactmt01d failed with status 1
15631,1,zoo csi password reset
15632,1,my access password reset
15633,1,unable to login to my access
15634,2,dpm error order fetch tv
15635,1,provide info on my account
15636,1,my account issue
15637,2,stbu order
15638,1,aaccount link not showing in my account
15639,1,my account unable to see the email bill
15640,1,help with username tonyjez
15641,1,user unable to link account for mobile number
15642,3,message from business singtelshop contact form customised logistics soluti
15643,1,issue with primary and secondary username on webmail and member services
15644,2,order stuck in dpm
15645,1,my account issue customer is unable to purchase data block
15646,1,password for efulfillment
15647,1,user maynhialeesingtelcom stuck in provisioning under ebill analyser eba
15648,2,my app issue
15649,1,unable to access bills on my account
15650,2,tv pk order not reflected
15651,1,unable to login to my account
15652,1,my account customer login issue
15653,2,ebpp tm tasks reextraction of aspc files
15654,1,unable to login to my account
15655,1,unable to link service in an exsting account
15656,1,issue with myaccount
15657,0,call dropped
15658,1,unable to login to my account
15659,2,error occurring when completing a prepaid activation
15660,1,my access password reset
15661,1,password for dpm uhh
15662,1,password reset request
15663,1,usage details not adding to customer data usage in my account
15664,2,webmail issue
15665,0,set top box not yet activated 
15666,1,my account unable to change paper bill to email bill
15667,2,incorrect delivery address in dpm
15668,1,zoo password reset
15669,2,dpm error
15670,0,suctomer did not get 4 digits pins
15671,2,dpm fetch tv issue
15672,2,my apps the usage details not refresh
15673,5,ebpp tm tasks report fixing
15674,2,acct NUM fw error when using credit card to pay singtel bill
15675,2,dpm error
15676,3,sanNUM serial number NUM disk amber light
15677,2,my app issue
15678,1,receive error to view account and billing in my account
15679,1,unable to link account in my account
15680,2,customer unable to check roaming webpage wwwsingtelcomroaming
15681,1,my access password reset
15682,1,my access password reset
15683,1,unable to add travel pack in my account
15684,2,cemNUM singtel my app problem
15685,5,wifi talk appcustomer unable to register from mobile data
15686,2,case update NUM support requesed to route case to oft support
15687,1,my access password reset
15688,5,not able to recharge on offshore support phone NUM via credit card
15689,2,unable to pull up acount in impersonation tool
15690,1,unable to login to zoo account
15691,1,my access
15692,1,customer unable to login member services
15693,2,push through dpm order
15694,2,epbb website error
15695,2,ip payment issues
15696,5,no response for checking balance on NUM
15697,5,incorrect rate plan changed
15698,2,dpm error
15699,2,ob portal password reset
15700,2,ebpp tm tasks reextraction of aspc files
15701,1,issue my account unable to register
15702,2,re a line of code was removed when comments removed
15703,1,dpm password reset
15704,4,escalated case id NUM
15705,1,zoo password reset
15706,1,my account customer is unable to login
15707,2,volte brt issue
15708,0,customer is being charged via cricket australia
15709,1,my access password reset
15710,1,my access sos password reset
15711,2,dpm error
15712,1,failed to reset password for customer in my account
15713,1,unable to change temporary password to permenant on member services
15714,5,wifi talk issue
15715,2,dpm error
15716,1,my access password reset
15717,2,me tv cancellation
15718,1,my account issue
15719,2,member services issue
15720,1,my access password reset
15721,2,mopm drop order check ker soon teck
15722,0,stb follow up
15723,1,unable to login to my account
15724,2,dpm metv order
15725,2,fetch dpm error
15726,6,migs patching request
15727,6,email billing setup email billing
15728,2,need to sync the bill cycle in member services
15729,2,dpm pending order issue
15730,2,pending fetch tv delivery
15731,2,fetchtv cancellation
15732,2,order for delivery of stb stuck in system
15733,2,dpm remove suspension
15734,1,me tv cancellation username or msn gretavella
15735,1,rebook fetch tv gets an error sorry you attempted to sign in an existing custome
15736,2,stb delivery status require more details
15737,0,reference id NUM sim cards not knocked off
15738,1,my access password reset
15739,2,unable to recharge prepaid service
15740,2,prepaid ca retrieval for worder ajrstll001
15741,0,query regarding my access
15742,1,my account login issue
15743,0,refeedback formmobile tNUM
15744,2,dpm issue
15745,2,dpm error pending order
15746,2,unable to book fetch tv in dpm
15747,2,issue with dpm
15748,2,unable to link servcie no with email
15749,2,dpm error
15750,1,my account not able to see name under webmail
15751,1,reset password for my access
15752,6,migs patching request for txn date 24 25 oct NUM
15753,3,unable to switch to online billing
15754,2,my app error
15755,1,snow password reset
15756,6,unable to setup email bill in member services NUM
15757,1,my account trying to link and unable to do it
15758,2,fail transfer error when dispatching tv
15759,3,customer cant switch to email billing
15760,2,fsNUM incomplete add
15761,1,zoo csi account unlock and password reset
15762,2,push through the order in dpm
15763,4,my app no option to check lates bills
15764,1,my account customer does not recieve the email bill
15765,2,issue on fetch tv order delivery
15766,1,my access password reset
15767,0,customer is getting logged out automatically from member services
15768,1,customer unable login to my account
15769,1,customer cannot login to my app
15770,2, me tv delivered
15771,1,unable to change password online
15772,2,push through fetch tv order in dom NUM
15773,1,my account details not updated
15774,2,please retrieve ca details for sos rec NUM
15775,2,fusion flag mismatch
15776,1,customer account number issue
15777,2,requests to push the order in dpm
15778,2,pin issue for my app
15779,0,dpm NUM
15780,2,dpm general error service is unavailable please try again after 24 hours
15781,1,customer is unable to access the my account NUM
15782,4,modl popstation pinsaddresses not showing
15783,2,urgent customers ccos unable to view idd rates
15784,1,my access password reset
15785,2,re dpm error fetch tv order
15786,2,myapp is not providing customer info
15787,1,my account issue
15788,1,automatically logged out after login to my account
15789,2,unable to change from paper billing to email billing
15790,1,zoo request reset password
15791,2,dpm fetch tv order stuck in systems
15792,0,wrong name in sms survey from NUM
15793,2,cannot cancel a metv service in dpm
15794,2,dpm pending wo
15795,2,me tv cancellation
15796,1,my access password reset
15797,1,customer having issues after log in to my account
15798,2,dpm pending order
15799,1,my account redirection
15800,2,me tv order service failed in dpm
15801,6,customer got the email but without the pdf attachment of his bill
15802,1,myaccess password reset
15803,6,unable to activating email billing for customer juliravallion1
15804,1,my account issue customet able to login and suddenly logged out
15805,1,no application listed under app launcher for the user deNUM
15806,0,mr zell andreas karl robert gNUM mt NUM
15807,5,buy apps error not able to download buy app
15808,2,re error on the chat can messages
15809,2,user unable to login ob portal
15810,1,sos activation is blocked
15811,0,request to check NUM
15812,1,my access password reset
15813,2,email billing issue
15814,1,password reset
15815,1,user called for resolved case NUM mysintel dqms
15816,0,alert not receive
15817,1,dpm password reset
15818,1,customer unable to login my account
15819,1,cust receive notifications for someone elses account
15820,1,email billing registration issue in my account
15821,2,delay in ebill in bizportal singtelNUM singtelNUM NUM
15822,5,re please raise ticket with prepaid portal team
15823,2,fetch tv box in pending
15824,2,cmbs application problem
15825,2,email address not updated in member services for email billing
15826,2,dpm metv
15827,1,unable to change password for email account in my account
15828,2,selene option 5 not working
15829,1,my access password reset
15830,1,my access sos password reset
15831,2,ob portal password reset
15832,1,my access password reset
15833,2,ebpp tm tasks request for invoice loader stats
15834,1,request to change my account username
15835,2,ob portal password reset
15836,0,enquiry about case NUM
15837,2,unable to proceed with the process
15838,4,NUM feedback no notification on data usage
15839,2,fetch tv deliver still not deliver to the customer
15840,2,email billing issue NUM
15841,2,4d toto and big sweep results not received NUM 
15842,1,my access password reset
15843,2,mopm drop order check mdm chua ho eng sNUM NUM
15844,2,error in dpm
15845,1,user id lucindachongsatscomsg stuck in provision with pending ebo
15846,2,unable to access yes central and personal hub
15847,2,assist to change the billing address remove metal containers ltd
15848,2,terminate recontract soon cheong hang pte ltd mobile NUM
15849,1,my account segment web account profile key marketsegmentchanged
15850,2,dpm error
15851,2,business portal password reset
15852,2,error occurring when completing a prepaid activation
15853,5,displaying NUM outgoing for value plan 200 mins
15854,2,urgent user unable to order fetch tv at the mdm
15855,1,access account request
15856,1,my account issue
15857,1,my account erromy account error processing rer processing requestsNUM
15858,2,general error service is unavailable
15859,1,my access password reset
15860,6,customer not receiving email bills
15861,2,dpmmetv delivery on pending status
15862,1,my account not receiving email bills
15863,2,dpm fetch tv
15864,1,zoo password reset
15865,1,my access request to reset the password
15866,2,my app issue
15867,1,my access password
15868,2,unable to see details for international call
15869,2,issue webmail in member services
15870,2,stb order cancel
15871,2,customer unable to redeem perk double pass
15872,2,member services error switching to email billing
15873,1,sos password reset
15874,2,my app error message
15875,2,dpm issue with customer
15876,1,zoo request to reset the password
15877,6,mobf different handset colour reflected between confirmation email and fs
15878,0,urgent receiving sms from NUM 482 NUM
15879,1,zoo csi password reset
15880,1,my account issue
15881,2,dpm issue
15882,1,proton request to reset the password
15883,3,unable to switch email billing
15884,2,dpm error unable to book fetch tv
15885,1,my account unable to switch to ebilling
15886,1,customer unable to login to my account login incorrect
15887,2,pending order in dpm
15888,1,my access password reset
15889,2,metv cancellation
15890,2,not receiving the confirmation code on the my app
15891,1,my access password reset
15892,1,my access password reset
15893,1,csr claim that the customer unable to login to my account
15894,1,zoo password reset
15895,2,dpm not working
15896,1,password reset for my access
15897,2,stb order stuck
15898,2,customer not able to view prepaid service details in my app
15899,2,cant switch customer to email billing due to error
15900,1,my access sos password reset
15901,1,cannot login to my account
15902,1,unable to register in my account
15903,1,my accountunable to linking service
15904,2,fetch tv stb box delivery delay
15905,1,my account change of billing type
15906,1,my access password reset
15907,2,dpm cancel tv service
15908,1,my account unable to change the credit card number
15909,1,unable to login my account
15910,1,zoo password reset
15911,2,fetctv cancel 21st of july but still show as pending
15912,2,incident update NUM
15913,2,linking issue
15914,1,my access password reset
15915,2,order in dpm not process
15916,1,my account error account not linked
15917,1,sos password reset
15918,3,stuck orders in service cr no response and proton cr no response queues
15919,2,dpm error
15920,1,my account no cable username exists with this name please use a different
15921,1,unable link username for cust in my access
15922,2,profile with the same email address
15923,1,does not shows the billing account linked and allows bills to be viewed
15924,3,unicron server pportcw9 cw 810 full
15925,4,alert message received by customer for data usage incorrectly
15926,2,pending cancellation in dpm
15927,1,zoo password reset
15928,1,my account log in issue
15929,2,dpm pending order
15930,1,my account request to change it into email billing
15931,2,dpm pending dpm order
15932,1,zoo password reset
15933,2,pending cancellation on dpm which needs to be removed
15934,1,customer unable to register in my account
15935,1,zoo password reset
15936,1,password reset
15937,6,migs patching request for txn date 26 jul NUM
15938,0,my acc not showing broadband usage details
15939,1,sos password reset
15940,1,zoo password reset
15941,2,prepaid ca retrieval for worder ailccxh001
15942,2,ebilling customer unable to sign up register member services
15943,2,pending fetch tv order in dpm
15944,2,error linking is not possible system error
15945,2,app difficulties
15946,1,my access fuli password reset request
15947,2,unable to access yes central and personal hub
15948,2,unable to register on perks
15949,1,my account unable to switch to email billing
15950,3,unable to switch the email bill
15951,5,wifi talk hhs profile to be deleted
15952,1,my account
15953,4,issue in the pay now button in the latest bills option
15954,1,unable to change the login credential in my account
15955,4,modl simcard not found NUM for ppNUM
15956,4,customer is unable to see their data usage their bills nor the dashboard
15957,2,dpm error
15958,1,password reset
15959,2,customer is not able to login to member services
15960,2,bizportal down with error code 503
15961,2,pending order in dpm danimarie1netcomau
15962,4,tong bao min tom charles NUM local data in bill does not tally
15963,1,my access password reset
15964,1,my access request to reset password
15965,1,performance with my account
15966,1,zoo password reset
15967,2,dpm issue
15968,1,my account website and my app not working
15969,1,my access password reset
15970,2,dpm general error service is unavailable please try again after 24 hours
15971,2,unable to recontract koh guan hock
15972,1,customer is unable to log in to member services
15973,2,selene sms menu not working
15974,2,fetch tv not delivered
15975,1,my account no change password button
15976,0,urgent mr tjoeng jackie
15977,2,my app issue
15978,2,customer cant make payment in my app
15979,2,my app issue NUM
15980,1,my access password reset
15981,2,unable to use my app
15982,2,perks issue unable to retreive redemption
15983,2,metv error
15984,1,re zoo csi password reset
15985,2,me tv cancellation
15986,1,my access password reset
15987,1,my access password reset
15988,1,my account unable to login
15989,1,request to reset zoo password
15990,1,myaccount dsl usage not showing
15991,1,zoo account
15992,2,usage not apprearing
15993,1,unable to login to my account
15994,3,unable to switch customer to email billing
15995,2,stb pending in dpm
15996,2,unable to login to the system
15997,2,cancel tv service
15998,2,mopm no transaction found cheng hwee eng failed transaction but payment
15999,0,all calls to selfservice ivrs are failing and diverting to customer service
16000,1,customer unable to login member services
16001,2,ipviewssrdwlprofil table
16002,1,my access password reset
16003,1,user could not view usage
16004,1,account NUM
16005,2,issue with my app
16006,1,ebpp password reset
16007,2,dpm issue
16008,2,my accout mobile app issue
16009,1,unable to change password for customer
16010,1,my access password reset
16011,2,email billing error
16012,1,unable to access my access
16013,2,dpm pending stb
16014,2,ninp code not populating
16015,1,my account and email password issues
16016,1,access for jira
16017,1,my access password reset
16018,2,dpm issue
16019,2,my app issue
16020,2,dpm issues
16021,2,inbound service manager password reset
16022,1,my access password reset
16023,2,issue with my app
16024,2,request push through order in dpm
16025,2,dpm error
16026,2,urgent bizportal down from NUM to NUM and ongoing singtelNUM
16027,2,dpm order stucked in pending status
16028,1,unable to login my access
16029,1,zoo password reset andrei lucas
16030,1,my account error when switching customer account to email billing
16031,5,unable to install wifi talk on iphone 6
16032,1,customer unable to login to my account
16033,1,issue with member services and myaccount
16034,1,log in not working for customermy account
16035,0,no recieving of sms after signed up for singtel music tNUM NUM
16036,5,rppactconnectiontimeoutinitiateportingvalidation
16037,5,moti unable to recon due to network errors tan saw tin
16038,1,myaccount automatically logs out
16039,1,customer my account issue
16040,1,zoo password reset
16041,2,prepaid ca retrieval for worder ajbjllq001
16042,5,my app showing wrong plan data detail
16043,4,eip eipprdappaNUM prd ccb elink proton cr threshold breach
16044,1,my access password reset
16045,1,my account recharge transactions issue
16046,2,please retrieve ca details for sos rec NUM
16047,2,prepaid ca retrieval for worder ajqcefn001
16048,1,re for assistance pls activating bizportal account singtelNUM
16049,2,unable to transfer metv to a different address
16050,1,my access password reset
16051,2,business portal password reset
16052,0,zoo csi
16053,5,one portal
16054,1,sos password reset
16055,2,error in dpm
16056,2,unable to open the app properly
16057,1,unable to access my access
16058,2,member services unable to register
16059,2,my app tv promo
16060,1,customer my account issue unable to login
16061,1,password reset sos my access 1impersonation tool spectre ui
16062,2,most of the eshop order route to nft
16063,1,my access password reset
16064,2,dpm order fetchtv
16065,1,my access password reset
16066,2,query for NUM
16067,2,member services issue
16068,1,my account credit card blank page
16069,4,customer unable submit form in myacount and app data usage is incorrect
16070,1,my account issue NUM
16071,1,cust never book for tv but stated in her account
16072,2,vignette getting error NUM
16073,2,cancelation of fetch tv set top box
16074,1,sosmy access password reset
16075,1,sos password reset
16076,2,fetch tv stucked in dpm in pending status
16077,0,member services usage history
16078,2,alerts issue
16079,1,customer is unabel to log in my account
16080,2,cisbf document upload error tan seet keong
16081,2,fetchtv entertainment pack issues NUM
16082,1,my access
16083,1,unable to login to zoo
16084,1,unable to view billing tab on my account
16085,1,my account issue
16086,4,customer unable to purchse add on data thru NUM
16087,1,user cannot login to ssl trecker
16088,3,webportal cpu usage high on wlsprdappl004
16089,1,customer have issue with my account
16090,1,my access pw
16091,2,e bills issue
16092,1,request to reset my access
16093,2,dpm error
16094,1,my access password reset
16095,1,zoo password reset
16096,1,my account keep on freezing
16097,1,my access password reset
16098,2,issue with bill notification
16099,2,me tv error
16100,2,metv issue
16101,2,fetch tv stuck delivery
16102,1,unable to get email bill for customer on my account
16103,2,dpm metv issue
16104,1,zoo password reset
16105,0,user has a query
16106,1,unable to customer account into existing my account in my access
16107,1,myaccess account is locked out
16108,1,linked account not showing in my account
16109,1,metv error username rnarang
16110,2,dpm unable to book cancellation pending
16111,1,my account issue
16112,2,nbn manager service is not working
16113,2,order stuck
16114,6,customer do not get verfication pin via email
16115,0,follow up on case id NUM
16116,1,my access password reset
16117,2,customers webmail issue ref to mtsc NUM 307 937
16118,2,customer unable to register for perks
16119,0,zoo csi
16120,5,data usage breakdown incorrect ac NUM
16121,0,mobf voucher not received after successful prepaid top up NUM
16122,2,error on member services
16123,1,customer unable to login into my account
16124,0,zoo csi
16125,1,my access password reset
16126,0,odate NUM mcssedw01d mcssedw17d failed
16127,2,incorrect usage details in my app
16128,1,my account unable to swich from paper billing to email billing
16129,1,my account unable to switch paper bills into emails bills
16130,1,my access password reset
16131,2,my app issue
16132,3,message from business singtelshop contact form mario sotina enterprise mobil
16133,1,myaccess link issue
16134,1,my access password reset
16135,2,metv cancellation
16136,0,icon sms notification crg compliant
16137,1,login issue to member services
16138,1,dpm password reset
16139,1,remove credit card numbers in my account
16140,1,my access password reset
16141,1,new customer account number creation
16142,1,customer my account issue login
16143,1,my access cannot register for myaccount
16144,2,customer unable to change the email password
16145,0,text sent to the incorrect service number
16146,2,my app is not working properly
16147,2,dpm stb delivery issue
16148,4,unable to check the data usage in my apps
16149,0,singtel business portal access request for singtel business portal acc
16150,2,stb delivery error inquiry
16151,1,customer unable to login my apps
16152,1,my access password reset
16153,1,password reset
16154,2,dpm fetch tv
16155,1,customer unable to login member services
16156,1,my access sos password reset
16157,2,re mopm online purchase fsNUM
16158,2,myapp issues
16159,3,customer request to switch to email billing
16160,1,request to reset password for customers account via my account
16161,3,unable to switch to ebilling
16162,1,zoo password reset
16163,2,mtv cancellation
16164,2,unable to view details
16165,1,my apps customer cannot access the application
16166,2,changes in selene production
16167,1,unable to login member service
16168,1,my access
16169,1,cannot login to sos
16170,2,dpm order stuck
16171,2,user unable to place order in dpm and received error
16172,1,unable to setup customer account NUM
16173,1,unable to access my access
16174,2,information still showing up in the my app
16175,2,matrix delay in idd activation
16176,2,dpm stuck
16177,2,dpm metv cancellation
16178,4,local data usage in singtel appsmiss sy arlene jane yu gNUM NUM 9
16179,1,my access password reset
16180,1,my access request to reset the password
16181,1,issue in my account
16182,2,please retrieve ca details for sos NUM
16183,2,metv error
16184,1,user is not able to log into yes pass
16185,2,billing cycle is not match up with arbor
16186,1,unable to login my account information incompleteclosed ticet
16187,2,replacement stb delivery delay
16188,1,my access password reset
16189,1,my access password reset
16190,1,mxt tools password reset
16191,1,zoo account locked out
16192,1,customer able to login my account but not showing anything
16193,1,my access password reset
16194,1,unable to transfer tv service to another account
16195,2,problem to change to biz voice to txt
16196,2,users unable to access my portal homepage as attached
16197,1,my access password reset
16198,1,zoo password reset
16199,1,unable to link account number NUM to my account using 1portal
16200,1,my access password reset
16201,1,unable to personalize my account password
16202,2,unable to access yes central and personal hub deNUM
16203,1,my account tabletipad
16204,2,my singtel app goh chong jin joshua
16205,1,my access password reset
16206,1,my access linking is not complete or not proper
16207,1,my access password reset
16208,2,online billing well this is embarrassing we cant display your service details
16209,2,email address change
16210,1,failed login into perks through my account
16211,1,my account unable to login
16212,2,dpm pending order
16213,0,usage exceeded message
16214,1,my access password reset
16215,1,unable to change my account for cutsomer
16216,1,my access password reset
16217,1,spectre and my access sos password reset
16218,1,my account issue
16219,1,myaccount automatically logs out
16220,1,user trying to change paper billing to email billing
16221,1,unable to login to my access attached the screenshot
16222,1,my access password reset
16223,1,my access request to reset password
16224,1,plan not updated in my account staceysheedy
16225,1,customer unable to register my account
16226,1,sos password reset
16227,2,incident update NUM
16228,1,password reset
16229,1,zoo password reset
16230,2,push the order for metv as the cust is chasing the delivery of the stb
16231,2,bill not being sent to customer NUM
16232,1,zoo csi password reset
16233,6,email notification
16234,2,impersonation tools is showing customers old details
16235,1,my access password reset
16236,2,my application getting an error
16237,1,user does not had username for my account
16238,0,child ticket of NUM
16239,1,my account issue
16240,1,my access password reset
16241,1,my access password reset
16242,1,my access password reset
16243,0,NUM NUM fetch not delivered
16244,2,nbn metv usage going into error due to incorrect gsid associaton
16245,2,my app not showing details
16246,1,my access password reset
16247,1,my access password reset
16248,2,pending dpm nswcarpetclean
16249,1,customer not able to login to member services
16250,1,my account unable to link the account
16251,1,my access password reset
16252,1,my access password reset
16253,2,cmbs stuck in pch
16254,1,cant log in to my account
16255,0,stb delay ynewnes1
16256,0,zoo csi
16257,1,my access password reset
16258,2,mobf errors encountered on sts october ce verbatim
16259,1,zoo password reset
16260,1,my account no option to reset webmail password
16261,1,my access password reset
16262,1,my access sos password reset
16263,0,zoo csi
16264,1,provide info on reset passwordob login
16265,1,password reset
16266,2,customer unable to complete the installation for my app
16267,1,customer unable to login to my account
16268,5,quote fibre type fibre only NUM michael coomans
16269,1,zoo password reset
16270,2,dpm error
16271,1,my access password reset
16272,1,my access password reset
16273,1,unable to login to zoo
16274,2,manage button not available
16275,1,member services login issue
16276,2,dpm errororder stuck in pending
16277,1,unable to login to member services
16278,2,sos issue
16279,2,order stuck in dpm
16280,5,pdf dmbd on biz portal singtelNUM
16281,2,dpm error messages
16282,1,my access password reset
16283,1,customer unable to login into member services
16284,1,my account password reset
16285,2,dpm hardware delivery
16286,2,dpm pending wo
16287,2,dpm customer not get fetch tv
16288,2,error occurring when completing a prepaid activation
16289,2,online bill only singtelNUM
16290,1,unable to switching to email billing in my account
16291,1,my access password reset
16292,1,my access password reset
16293,2,my app is showing discrepancy on usage
16294,2,dpm fetch tv pending
16295,2,customer member services issue
16296,1,customer is unable to log in to my account
16297,2,my app is not updating
16298,1,my account unable to reset the password
16299,1,my account outage
16300,2,unable to link profile to set email billing
16301,2,dpm order stuck
16302,2,fetchtv box not received by the customer
16303,1,my account issue log out frequently
16304,1,my accesspassword reset
16305,1,unable link internet username to customers my account my account
16306,1,international minutes not showing on my app and my account
16307,1,reset password for id tmvinaya in eshop eshopuat2app server NUM
16308,2,oft etel file transfer issue
16309,1,my access password reset
16310,2,please provide replacement sim card for these two orders
16311,1,my access password reset
16312,2,unable to access yes central and personal hub
16313,1,zoo password reset
16314,1,my access password reset
16315,1,my account issue
16316,1,my access password reset
16317,1,sp corporate advisory NUM change userid
16318,1,my access password reset
16319,1,urgentatom unable to access
16320,2,acct NUM mr sim ai tiong edmund mysingtel app
16321,1,my access password reset
16322,2,unable to change paper billing to email billing
16323,2,pw reset for sosmyaccessportal uncpNUM
16324,2,stuck order in dpm
16325,2,major incident system impacted eshop
16326,2,dpm cancel tv service
16327,1,my account customer wants to seperate his two account numbers
16328,1,my access password reset
16329,1,my account issue
16330,2,transfer of tv service failed
16331,1,request update email in my account
16332,1,unable to login to my access
16333,1,user called for the email ftbf 1gbps free 7 months online signup error
16334,0,customer did not receive expiry date reminder for bonus tu
